request_id,polymer_class,smiles,tg_celsius
gen_0143,polysiloxanes,*[Si](C)(CCC#N)O*,-70.0
gen_0143,polysiloxanes,*[Si](C)(CCCCCC#N)O*,-75.0
gen_0143,polysiloxanes,*[Si](C)(CC(F)(F)F)O*,-100.0
gen_0143,polysiloxanes,*[Si](C)(c1ccc(C)cc1)O*,-20.0
gen_0143,polysiloxanes,*[Si](C)(c1ccc(F)cc1)O*,-15.0
gen_0143,polysiloxanes,*[Si](C)(CCc1ccccc1)O*,-60.0
gen_0143,polysiloxanes,*[Si](C)(CCCCCCCCCCCCCCCC)O*,-85.0
gen_0143,polysiloxanes,*[Si](CCCC(F)(F)F)(CCCC(F)(F)F)O*,-90.0
gen_0143,polysiloxanes,*[Si](C)(CCOC(=O)C)O*,-95.0
gen_0143,polysiloxanes,*[Si](C)(CCOC(=O)C(C)=C)O*,-80.0
gen_0143,polysiloxanes,*[Si](C)(CCCOCC1CO1)O*,-85.0
gen_0143,polysiloxanes,*[Si](C)(CCCC(=O)OC)O*,-90.0
gen_0143,polysiloxanes,*[Si](C)(CCCNC(=O)C)O*,-60.0
gen_0143,polysiloxanes,*[Si](C)(CCCOC(=O)c1ccccc1)O*,-50.0
gen_0143,polysiloxanes,*[Si](CCCC)(c1ccccc1)O*,-55.0
gen_0143,polysiloxanes,*[Si](C)(CCCCCCCCCCCC(F)(F)F)O*,-100.0
gen_0143,polysiloxanes,*[Si](C)(CCC(=O)OCC)O*,-85.0
gen_0143,polysiloxanes,*[Si](C)(CCCOCCO)O*,-80.0
gen_0143,polysiloxanes,*[Si](C)(CCCOCCOCCOC)O*,-75.0
gen_0143,polysiloxanes,*[Si](C)(CCSc1ccccc1)O*,-55.0
gen_0143,polysiloxanes,*[Si](C)(CCCc1ccc(F)cc1)O*,-50.0
gen_0143,polysiloxanes,*[Si](C)(CCF)O*,-105.0
gen_0143,polysiloxanes,*[Si](C)(CCCCCCF)O*,-98.0
gen_0143,polysiloxanes,*[Si](c1ccccc1)(CC)O*,-35.0
gen_0143,polysiloxanes,*[Si](C)(CCOC(=O)C1CCCCC1)O*,-65.0
gen_0139,polydienes and rubbers,*CC=CC*,-105.0
gen_0139,polydienes and rubbers,*CC(C)=CC*,-70.0
gen_0139,polydienes and rubbers,*CC=CC(*)Cl,-20.0
gen_0139,polydienes and rubbers,*CC(Cl)=CC*,-17.0
gen_0139,polydienes and rubbers,*CC(C#N)C*,96.0
gen_0139,polydienes and rubbers,*CC(C#N)=CC*,-10.0
gen_0139,polydienes and rubbers,*CC(C(=O)OC)C*,105.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCC)C*,65.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCCC)C*,20.0
gen_0139,polydienes and rubbers,*CC(C(=O)OC(C)C)C*,30.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCC(C)C)C*,21.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCCCCCCC)C*,-65.0
gen_0139,polydienes and rubbers,*CC(C(=O)OC)C(C)*,105.0
gen_0139,polydienes and rubbers,*CC(C(=O)OC)(C)C*,105.0
gen_0139,polydienes and rubbers,*CC(OC(C)=O)C*,32.0
gen_0139,polydienes and rubbers,*CC(OC(C)=O)C(*)C,44.0
gen_0139,polydienes and rubbers,*CC(O)C*,85.0
gen_0139,polydienes and rubbers,*CC(Cl)C*,80.0
gen_0139,polydienes and rubbers,*CC(C#N)CC*,-18.0
gen_0139,polydienes and rubbers,*CC(c1ccccc1)C*,100.0
gen_0139,polydienes and rubbers,*CC(c1ccccc1)CC*,-20.0
gen_0139,polydienes and rubbers,*CC=CCC(*)C#N,-30.0
gen_0139,polydienes and rubbers,*CC(C(=O)O)C*,106.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCO)C*,15.0
gen_0139,polydienes and rubbers,*CC(C(=O)N)C*,165.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCC(O)CO)C*,10.0
gen_0139,polydienes and rubbers,*OCC(*)OC(=O)C,-30.0
gen_0139,polydienes and rubbers,*CC(F)C*,-20.0
gen_0139,polydienes and rubbers,*CC(F)(F)C*,-40.0
gen_0139,polydienes and rubbers,*CC(OC)C*,-20.0
gen_0139,polydienes and rubbers,*CC(OCC)C*,-30.0
gen_0139,polydienes and rubbers,*CC=C(C)C(*)C#N,-25.0
gen_0139,polydienes and rubbers,*CC(SC)C*,-10.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCC=C)C*,5.0
gen_0139,polydienes and rubbers,*CC(N)C*,50.0
gen_0139,polydienes and rubbers,*CC(C(=O)NC)C*,130.0
gen_0139,polydienes and rubbers,*CC(OC(=O)C(C)C)C*,25.0
gen_0139,polydienes and rubbers,*CC(C(=O)Oc1ccccc1)C*,80.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCC(F)(F)F)C*,55.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCOC)C*,-50.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCCl)C*,50.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCN(C)C)C*,19.0
gen_0139,polydienes and rubbers,*CC(Br)C*,60.0
gen_0139,polydienes and rubbers,*CC(C(=O)OC1CCCCC1)C*,90.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCc1ccccc1)C*,54.0
gen_0139,polydienes and rubbers,*CC(C(=O)O[Na])C*,210.0
gen_0139,polydienes and rubbers,*CC(C(F)(F)F)C*,45.0
gen_0139,polydienes and rubbers,*CC(OC(=O)c1ccccc1)C*,75.0
gen_0139,polydienes and rubbers,*CC(C(=O)OCCCCCC)C*,-5.0
gen_0139,polydienes and rubbers,*CC(SC(=O)C)C*,25.0
gen_0083,polysiloxanes,*[Si](C)(C)O*,-123.0
gen_0083,polysiloxanes,*[Si](CC)(CC)O*,-113.0
gen_0083,polysiloxanes,*[Si](C)(c1ccccc1)O*,-28.0
gen_0083,polysiloxanes,*[Si](c1ccccc1)(c1ccccc1)O*,49.0
gen_0083,polysiloxanes,*[Si](C)(CC)O*,-120.0
gen_0083,polysiloxanes,*[Si](C)(CCC)O*,-108.0
gen_0083,polysiloxanes,*[Si](C)(CCCC)O*,-103.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCC)O*,-100.0
gen_0083,polysiloxanes,*[Si](C)(CF)O*,-66.0
gen_0083,polysiloxanes,*[Si](C)(CCC(F)(F)F)O*,-68.0
gen_0083,polysiloxanes,*[Si](C)(CC(F)(F)F)O*,-70.0
gen_0083,polysiloxanes,*[Si](C)(CCl)O*,-60.0
gen_0083,polysiloxanes,*[Si](C)(CCCCl)O*,-75.0
gen_0083,polysiloxanes,*[Si](C)(C#N)O*,-20.0
gen_0083,polysiloxanes,*[Si](C)(CCC#N)O*,-35.0
gen_0083,polysiloxanes,*[Si](C)(CC#N)O*,-30.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCCCC)O*,-95.0
gen_0083,polysiloxanes,*[Si](C)(C=C)O*,-113.0
gen_0083,polysiloxanes,*[Si](C)(CCCC=C)O*,-105.0
gen_0083,polysiloxanes,*[Si](CC)(CCC)O*,-105.0
gen_0083,polysiloxanes,*[Si](C)(OC)O*,-85.0
gen_0083,polysiloxanes,*[Si](C)(CCOC)O*,-90.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCCC)O*,-98.0
gen_0083,polysiloxanes,*[Si](C)(Cc1ccccc1)O*,-60.0
gen_0083,polysiloxanes,*[Si](C)(CC(C)C)O*,-95.0
gen_0083,polysiloxanes,*[Si](CC)(c1ccccc1)O*,-20.0
gen_0083,polysiloxanes,*[Si](C)(CCF)O*,-75.0
gen_0083,polysiloxanes,*[Si](C)(CN)O*,-65.0
gen_0083,polysiloxanes,*[Si](C)(CCCN)O*,-70.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCCCCCC)O*,-90.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCCCCCCCC)O*,-85.0
gen_0083,polysiloxanes,*[Si](C)(c1ccc(C)cc1)O*,-25.0
gen_0083,polysiloxanes,*[Si](C)(c1ccc(F)cc1)O*,-22.0
gen_0083,polysiloxanes,*[Si](C)(OCC)O*,-80.0
gen_0083,polysiloxanes,*[Si](C)(CCOCC)O*,-88.0
gen_0083,polysiloxanes,*[Si](CCC)(CCC)O*,-100.0
gen_0083,polysiloxanes,*[Si](CCCC)(CCCC)O*,-95.0
gen_0083,polysiloxanes,*[Si](C)(CCCCOC(=O)C)O*,-75.0
gen_0083,polysiloxanes,*[Si](C)(CCCOC(=O)C=C)O*,-70.0
gen_0083,polysiloxanes,*[Si](C)(CCCSH)O*,-80.0
gen_0083,polysiloxanes,*[Si](C)(CCSC)O*,-78.0
gen_0083,polysiloxanes,*[Si](C)(N(C)C)O*,-73.0
gen_0083,polysiloxanes,*[Si](C)(C(F)(F)F)O*,-55.0
gen_0083,polysiloxanes,*[Si](C)(Br)O*,-50.0
gen_0083,polysiloxanes,*[Si](C)(CCCCCCCCCCCCCCCC)O*,-70.0
gen_0083,polysiloxanes,*[Si](C)(c1ccc(Cl)cc1)O*,-18.0
gen_0083,polysiloxanes,*[Si](C)(c1ccc(OC)cc1)O*,-15.0
gen_0083,polysiloxanes,*[Si](CC)(CCCC)O*,-108.0
gen_0083,polysiloxanes,*[Si](C)(C#C)O*,-55.0
gen_0083,polysiloxanes,*[Si](C)(CCN(C)C)O*,-68.0
gen_0083,polysiloxanes,*[Si](C)(c1ccc2ccccc2c1)O*,10.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)-c1ccc(s1)*,120.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CCCCCC)*,5.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CCCCCCCC)*,-5.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CCCCCCCCCCCC)*,-15.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)*,120.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)N(c1ccc(C)cc1)c1ccc(cc1)*,108.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(N(c2ccccc2)c2ccc(*)cc2)cc1,95.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)C(=O)c1ccc(*)cc1,155.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2cc3sccc3cc2s1,140.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)oc1ccccc1c2*,190.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)c1ccc(s1)C(=O)OCC,65.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*C1(c2ccc(*)cc2)c2ccccc2-c2ccccc21,180.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)C1(c2ccc(*)cc2)c2ccccc2-c2ccccc21,220.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2[nH]c3ccc(*)cc3c2c1,260.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)-c1cc2ccccc2s1,130.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(C)c(s1)-c1cc(C)c(s1)*,45.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)-c1ccc(cc1)C(C)(C)c1ccc(*)cc1,165.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(cc1)C(C)(C)c1ccc(O*)cc1,150.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(*)cc1,190.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)c1ccccc1n2CCCCCC,100.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1sc(cc1CCCCCC)-c1ccc(F)c(F)c1,60.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2cc(*)sc2s1,105.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)C(=O)N(CCCCCCCCCCCC)C2=O,90.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)N1C(=O)c2cc3c(cc2C1=O)C(=O)N(c1ccc(*)cc1)C3=O,280.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(nc1)-c1ccc(nc1)*,155.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)C1=CC(=O)C(=CC1=O)*,200.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2c(s1)c1cc(*)sc1c1sc(cc21)C,110.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1-c1nc2ccccc2s1)CCCCCC,55.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)C1=C(c2ccc(*)s2)C(=O)c2ccccc2C1=O,145.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)C1(CCCCC1)c1ccc(*)cc1,175.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1)c1cc(sc1)C(=O)N(CCCCCCCC)CCCCCCCC,30.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2ccc3cc(*)sc3c2s1,125.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1F)c1ccc(*)cc1F,135.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(o1)-c1ccc(o1)*,80.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)sc1cc(*)ccc12,128.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(*)cc1,210.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Nc1ccc(cc1)C(CF)(CF)c1ccc(N*)cc1,245.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCCCC,20.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)N1c2ccccc2Sc2ccc(*)cc21,130.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)C(=O)c1ccccc1C2=O,170.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CC(C)CC)*,-25.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(nc1)c1cc(sc1)CCCCCC,40.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(cc1)C(=O)c1ccc(O*)cc1,175.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)c1nsnc1-c1ccc(*)s1,95.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2c(s1)Nc1ccccc1S2,115.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)C(=C(c1ccc(*)cc1)c1ccccc1)c1ccccc1,155.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CCCCCCCC)c1sc(*)c(c1)CCCCCCCC,-10.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)Sc1ccc(*)cc1,105.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(cc1)N1c2ccccc2N(c2ccc(*)cc2)c2ccccc21,250.0
gen_0117,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)c1ccc(*)cc1s2(=O)=O,200.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Cc1cccs1*,100.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(CCCCCC)c(*)s1,5.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(CCCCCCCC)c(*)s1,-5.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(CC(C)CCCC)c(*)s1,30.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(*)s1,120.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(*)s2)s1,90.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Nc1ccc(N*)cc1,180.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Nc1ccc(-c2ccc(N*)cc2)cc1,200.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(N(c2ccccc2)c2ccc(*)cc2)cc1,95.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(*)cc2)cc1,145.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,150.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(Oc2ccc(*)cc2)cc1,85.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,190.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(C(=O)c2ccc(O*)cc2)cc1,145.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(C(=O)c2ccccc2*)cc1,210.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)oc1ccccc1n2*,280.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2[nH]c3ccc(*)cc3c2c1,220.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-n2c3ccccc3c3ccccc32)cc1*,250.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2nc3ccccc3o2)cc1*,200.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2nc3ccccc3s2)cc1*,210.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1*,260.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(P(=O)(c2ccccc2)c2ccc(*)cc2)cc1,175.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc([Si](C)(C)c2ccc(*)cc2)cc1,60.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(*)cc2)o1,110.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(*)cc2)s1,100.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)c1ccccc1n2*,240.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)C(=O)N(CCCCCCCC)C2=O,90.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2cc(*)sc2s1,130.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2c(s1)-c1sc(*)cc1S2(=O)=O,160.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(-c2cccs2)c(*)s1,45.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1sc(*)c2c1SC(=O)S2,155.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(C=Nc2ccc(N=Cc3ccc(*)cc3)cc2)cc1,170.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Oc1ccc(C(C)(C)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccccc3)C4=O)cc2)cc1*,225.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Nc1ccc(Oc2ccc(N*)cc2)cc1,165.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)cc1*,195.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(C(=O)Nc3ccccc3*)cc2)cc1,230.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,180.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Sc1ccc(S*)cc1,45.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(Oc2ccc(C(c3ccccc3)(c3ccccc3)*)cc2)cc1,190.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*n1c2ccccc2c2ccccc21,200.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc2cc3c(*)sc3cc2s1,140.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-n2c3ccc(*)cc3c3ccccc32)cc1,230.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1nc2ccccc2[nH]1,270.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,265.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(OC(=O)c2ccc(*)cc2)cc1,100.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(OC)c(*)cc1OC,50.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(C(F)(F)c2ccc(*)cc2)cc1,165.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc2c(c1)sc1cc(*)ccc12,150.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,70.0
gen_0097,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Nc1ccc(C(C)(C)c2ccc(N*)cc2)cc1,195.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C,75.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CC,55.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCC,40.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCC,5.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C(C)C,88.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCC,-10.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCC,-20.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCC,-30.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCCC,-40.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCCCC,-45.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCCCCC,-50.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccccc1,108.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C1CC1,100.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C(C)(C)C,130.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CC(C)C,45.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C(C)CC,60.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCCCCCC,-55.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C=C,65.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccc(C)cc1,115.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccc(F)cc1,118.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C(F)(F)F,45.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CF,68.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)COC,20.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCOC,5.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCOC,-15.0
gen_0016,polyoxazolines and polyoxazoles,*CC(C)N(*)C(=O)C,95.0
gen_0016,polyoxazolines and polyoxazoles,*CC(C)N(*)C(=O)CC,70.0
gen_0016,polyoxazolines and polyoxazoles,*C(C)CN(*)C(=O)C,60.0
gen_0016,polyoxazolines and polyoxazoles,*CCCN(*)C(=O)C,30.0
gen_0016,polyoxazolines and polyoxazoles,*CCCN(*)C(=O)CC,10.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccc(OC)cc1,105.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccccc1Cl,112.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C1CCCCC1,92.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)Cc1ccccc1,80.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCCCCCCCCCCC,-58.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C#C,90.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CBr,72.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CCl,70.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)CI,75.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C(F)(F)C(F)(F)F,55.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1ccncc1,120.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)c1cccnc1,118.0
gen_0016,polyoxazolines and polyoxazoles,*CCN(*)C(=O)C1=CC=CC=C1,110.0
gen_0016,polyoxazolines and polyoxazoles,*c1ccc(-c2nc(*)co2)cc1,280.0
gen_0016,polyoxazolines and polyoxazoles,*c1nc(*)co1,260.0
gen_0016,polyoxazolines and polyoxazoles,*c1ccc(-c2oc(*)nc2)cc1,270.0
gen_0016,polyoxazolines and polyoxazoles,*c1nc(-c2ccccc2)c(*)o1,250.0
gen_0016,polyoxazolines and polyoxazoles,*c1coc(*)n1,240.0
gen_0016,polyoxazolines and polyoxazoles,*c1ccc(Oc2ccc(-c3nc(*)co3)cc2)cc1,230.0
gen_0016,polyoxazolines and polyoxazoles,*c1ccc(-c2nc3ccccc3o2)cc1*,300.0
gen_0017,"conjugated polymers (polythiophenes, polyanilines, etc.)",*CC*,-120.0
gen_0017,"conjugated polymers (polythiophenes, polyanilines, etc.)",*Cc1ccc(cc1)*,-20.0
gen_0017,"conjugated polymers (polythiophenes, polyanilines, etc.)",*CCOc1ccc(cc1)C=C*,-20.0
gen_0017,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1ccc(s1)*,120.0
gen_0017,"conjugated polymers (polythiophenes, polyanilines, etc.)",*c1cc(sc1CCCCCC)*,-5.0
