smiles,tg_celsius
*CC(*)(C)C(=O)OCCOC(=O)c1ccc(OC(=O)c2ccc(OCCC(C)CC)cc2)cc1,40.0
*CC(*)(C)C(=O)OCCOC(=O)c1ccc(OCCCCCCOc2ccc(/N=N/c3ccc(OCCCC)cc3)cc2)cc1,45.0
*CC(*)(C)C(=O)OCCOC(C)(C)C#CC#N,65.0
*CC(*)(C)C(=O)OCCOC(C)COC(=O)C(CC)CC,-20.0
*CC(*)(C)C(=O)OCCOC(C)COC(C)(C)O,20.0
*CC(*)(C)C(=O)OCCOC(CO)CO,10.0
*CC(*)(C)C(=O)OCCOC(F)(Cl)C(F)(F)F,55.0
*CC(*)(C)C(=O)OCCOCC(=O)Oc1ccc(C(C)CCC)cc1,10.0
*CC(*)(C)C(=O)OCCOCC(COc1ccc(/N=N/c2ccc(OC)cc2)cc1)c1ccc(/N=N/c2ccc(OC)cc2)cc1,85.0
*CC(*)(C)C(=O)OCCOCC(F)(Cl)C(F)(F)F,45.0
*CC(*)(C)C(=O)OCCOCCCCCCCCCC(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OCCCCCCCCCC)cc2)cc1,-20.0
*CC(*)(C)C(=O)OCCOCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,65.0
*CC(*)(C)C(=O)OCCOCCOC(=O)N(C)c1ccc([N+](=O)[O-])cc1Oc1ccccc1,45.0
*CC(*)(C)C(=O)OCCOCCOC(=O)NC(=O)c1ccc([N+](=O)[O-])cc1,15.0
*CC(*)(C)C(=O)OCCOCCOC(=O)c1ccc(F)cc1,-10.0
*CC(*)(C)C(=O)OCCOCCOC(=O)c1ccc(OCC(F)F)cc1,-15.0
*CC(*)(C)C(=O)OCCOCCOC(=O)c1ccc([N+](=O)[O-])c(S(=O)(=O)O)c1C,45.0
*CC(*)(C)C(=O)OCCOCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-30.0
*CC(*)(C)C(=O)OCCOCCOCC1(CC(C)(O)CO)C(O)C1O,45.0
*CC(*)(C)C(=O)OCCOCCOCCCCCC,-50.0
*CC(*)(C)C(=O)OCCOCCOCCOC(=O)c1c(C)cc(Cl)cc1Cl,-20.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCC,-60.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOC(C)(O)S(=O)(=O)CO,-40.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCSC,-50.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOc1ccc(-c2ccc(/N=N/c3ccc(OCCCCCCCC)cc3)cc2)cc1,10.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOc1ccccc1,-40.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOc1ccc(/N=N/c2ccc(/C=C/c3ccc(OCCOCCOCCOCCOCCSC)cc3)cc2)cc1,-20.0
*CC(*)(C)C(=O)OCCOCCOCCOCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccccc3)cc2)cc1,40.0
*CC(*)(C)C(=O)OCCOCCOCCOc1ccc(-c2ccc(-c3ccc(OCCCCCCCC)cc3)cc2)cc1,10.0
*CC(*)(C)C(=O)OCCOCCOCCOc1ccc(-c2ccc(SCCCCCCCCCC)cc2)cc1,-15.0
*CC(*)(C)C(=O)OCCOCCOCCOc1ccc(C(=O)Oc2ccc(OC(=O)CCCCCC(C)CC)cc2)cc1,25.0
*CC(*)(C)C(=O)OCCOCCOS(=O)(=O)c1ccc([N+](=O)[O-])cc1,10.0
*CC(*)(C)C(=O)OCCOCCOc1ccc(-c2ccc(C#Cc3ccc([N+](=O)[O-])cc3OC)cc2)cc1,90.0
*CC(*)(C)C(=O)OCCOCCOc1ccc(C(=O)Oc2ccc(OCCOCC)cc2)cc1,40.0
*CC(*)(C)C(=O)OCCOCc1ccc(/N=N/c2ccc(/N=N/c3ccc(OC)cc3)cc2)cc1,95.0
*CC(*)(C)C(=O)OCCOc1c(C)cc(C)nc1C,65.0
*CC(*)(C)C(=O)OCCOc1ccc(-c2ccccc2)cc1C,90.0
*CC(*)(C)C(=O)OCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,110.0
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2cc(OCCCCCCCCCC)ccc2-c2ccccc2)cc1,45.0
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(N=C(C)CC)cc2)cc1,90.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)OCc2ccc([N+](=O)[O-])cc2)cc1,75.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(C(=O)CCCCCCCCCCC)cc2)cc1,40.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(/N=N/c4ccc(-c5ccc(OCCCCCC)cc5)cc4)cc3)cc2)cc1,100.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C)cc3)cc2)cc1,90.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCC(C)OC(C)CC)cc3)cc2)cc1,65.0
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)c2ccccc2)cc1-c1cccc(O)c1,85.0
*CC(*)(C)C(=O)OCCOc1ccc(CC(F)(F)F)cc1,55.0
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(C(O)C(F)(F)F)cc2)cc1,90.0
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(OC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,90.0
*CC(*)(C)C(=O)OCCOc1ccccc1C(=O)O,60.0
*CC(*)(C)C(=O)OCCS(=O)(=O)C(C)(C)C,65.0
*CC(*)(C)C(=O)OCCSCCC(=O)Oc1ccc(/N=N/c2ccc(Cl)cc2)cc1,45.0
*CC(*)(C)C(=O)OCCSCCCCCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCOCC)cc3)cc2)cc1,25.0
*CC(*)(C)C(=O)OCC[N+](C)(C)CCCOc1ccccc1-c1ccc(Br)cc1,90.0
*CC(*)(C)C(=O)OCC[N+](C)(C)COC(COc1ccc(C)cc1)Oc1ccc(F)cc1,130.0
*CC(*)(C)C(=O)OCC[N+](C)(C)O[Si](C)(C)CC,45.0
*CC(*)(C)C(=O)OCC[N+](C)(CC)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,85.0
*CC(*)(C)C(=O)OCC[N+](C)(OC)c1ccccc1,120.0
*CC(*)(C)C(=O)OCC[Si](C)(C)CCCCCCCOc1ccc(/N=N/c2ccc(O)cc2)cc1,35.0
*CC(*)(C)C(=O)OCCc1cc(O)c(C(F)(F)F)c(Br)c1,95.0
*CC(*)(C)C(=O)OCCc1cc(OC(C)O)c(OCCO)cc1OC,45.0
*CC(*)(C)C(=O)OCCc1ccc(OC(=O)c2ccc(-c3ccc(NC(=O)CCCCC(=O)[O][Na])cc3)cc2)cc1,95.0
*CC(*)(C)C(=O)OCOCCOC,-10.0
*CC(*)(C)C(=O)OC[CH2][Sn]([CH3])([CH3])[CH2]Cc1ccccc1,-20.0
*CC(*)(C)C(=O)OC[N+](O)COCCl,85.0
*CC(*)(C)C(=O)OC[PH](C)(C)c1ccccc1,80.0
*CC(*)(C)C(=O)OC[Si](CCCCCC)c1cccc(/C=C/c2ccc(/N=N/c3ccc(OC)cc3)cc2)c1,90.0
*CC(*)(C)C(=O)OCc1c(OCCCCCCCCO)ccc(C)c1C,-20.0
*CC(*)(C)C(=O)OCc1cc(Br)c(C)c(C)n1,85.0
*CC(*)(C)C(=O)OCc1cc(C)c(C)c(O)c1,120.0
*CC(*)(C)C(=O)OCc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,120.0
*CC(*)(C)C(=O)OCc1ccc(C(C)CCCC)cc1,40.0
*CC(*)(C)C(=O)OCc1ccc(C)cc1O,85.0
*CC(*)(C)C(=O)OCc1ccc(CCOCCBr)cc1,45.0
*CC(*)(C)C(=O)OCc1ccc([Si](C)C)cc1,60.0
*CC(*)(C)C(=O)OCc1ccc2c(Br)c(Cl)c(OC(=O)Cc3ccccc3)ccc1-2,130.0
*CC(*)(C)C(=O)OCc1cccc(C(=O)Oc2ccccc2)c1,65.0
*CC(*)(C)C(=O)OCc1cccc(COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,45.0
*CC(*)(C)C(=O)OCc1ccccc1C(C)C,70.0
*CC(*)(C)C(=O)OOC(C)(C)CCOCCCOCCOCCOCCO,-40.0
*CC(*)(C)C(=O)O[CH2][Sn]([CH3])([CH3])[CH2]CCCOc1ccc(-c2ccc(C[N+](C)(C)C)cc2)cc1,45.0
*CC(*)(C)C(=O)O[CH2][Sn]([CH3])([CH3])[CH3],40.0
*CC(*)(C)C(=O)Oc1cc(/N=N/c2ccc(/C=C/c3ccc(C#N)cc3)cc2)ccc1OC(=O)c1ccc(OC)cc1,130.0
*CC(*)(C)C(=O)Oc1cc(C(=O)O)c(C(=O)Oc2ccccc2)cc1C,165.0
*CC(*)(C)C(=O)Oc1cc(C(=O)OCCOCCOC)ccc1-c1ccc(OC)cc1,45.0
*CC(*)(C)C(=O)Oc1cc(C)c(O)c(OCCCOC)c1O,90.0
*CC(*)(C)C(=O)Oc1ccc(-c2ccc(C(=O)Oc3ccc(OC)cc3)cc2)cc1,150.0
*CC(*)(C)C(=O)Oc1ccc(-c2ccc(CCCCCCCC)cc2)cc1,80.0
*CC(*)(C)C(=O)Oc1ccc(-c2ccc(OCCCCCC)cc2)cc1,90.0
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(O)cc2)cc1,130.0
*CC(*)(C)C(=O)Oc1ccc(Br)c(C(=O)OCCCOC(=O)c2ccccc2C(=O)OCCCCCCCCCCCCCC)c1,-20.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)OCC(OCC)C(CC)CC)cc1,45.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(-c3ccc(OCCCCCC)cc3)cc2)cc1,90.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(-c3ccc(S(=O)(=O)OCc4ccccc4)cc3)cc2)cc1,130.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(CCC)cc2)cc1,90.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(OCc3ccccc3)cc2)cc1,100.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccccc2Cl)c(F)c1F,110.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccc(/N=N/c3ccc(C)cc3)c(Br)c2)cc1F,130.0
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccc(Br)cc2)c(C(=O)OCC)c1,85.0
*CC(*)(C)C(=O)Oc1ccc(CCCCN(C)CC)cc1,40.0
*CC(*)(C)C(=O)Oc1ccc(Cl)cc1F,100.0
*CC(*)(C)C(=O)Oc1ccc(NC(=O)OC)cc1,130.0
*CC(*)(C)C(=O)Oc1ccc(OC(=O)c2ccc([N+](=O)[O-])nc2)cc1,130.0
*CC(*)(C)C(=O)Oc1ccc(OC(=O)c2cccc(OCCCCC)c2)cc1,45.0
*CC(*)(C)C(=O)Oc1ccc([Si](C)(C)c2ccc(S(=O)(=O)[O][Na])cc2)cc1,180.0
*CC(*)(C)C(=O)Oc1cccc(C(=O)OCCCCCCCCCC)c1,-20.0
*CC(*)(C)C(=O)Oc1ccccc1-c1ccccc1,130.0
*CC(*)(C)C(=O)Oc1ccccc1C(O)CO,100.0
*CC(*)(C)C(=O)S(=O)(=O)OC(C)(CO)C(F)(F)F,95.0
*CC(*)(C)C(=O)S(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,65.0
*CC(*)(C)C(=O)SC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,55.0
*CC(*)(C)C(=O)SCCCCCC#CC#Cc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,90.0
*CC(*)(C)C(=O)SCCCCCCCC,-30.0
*CC(*)(C)C(=O)SCc1ccc(/N=N/c2ccc(F)cc2)cc1,90.0
*CC(*)(C)C(=O)SSc1ccc(C(=O)OCC)cc1,45.0
*CC(*)(C)C(=S)OCC(F)(F)C(F)(F)C(F)(F)F,65.0
*CC(*)(C)C1C=CCC1=O,120.0
*CC(*)(C)C=CC(=O)OC,105.0
*CC(*)(C)CC(=O)NNCCCCCC,-20.0
*CC(*)(C)CC(=O)OCCCCCCOc1ccc([N+](=O)[O-])cc1,-20.0
*CC(*)(C)CC(=O)OCCO,-10.0
*CC(*)(C)CC(=O)OCCOCCOCCOCCOCCOCCOCC(F)(F)F,-55.0
*CC(*)(C)CC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,5.0
*CC(*)(C)CC(O)CC,45.0
*CC(*)(C)CCC[Si](C)(C)OCC,-60.0
*CC(*)(C)CCOc1ccc(C(=O)Oc2ccc(OCCCCCC)cc2)cc1,10.0
*CC(*)(C)C[SH]=C(C#N)C#CCCCCOc1ccc(/C=N/c2ccc(C(C)C)cc2O)cc1,45.0
*CC(*)(C)C[Si]([2H])(C)NC(C)C,-40.0
*CC(*)(C)Cc1cccc(C)c1,90.0
*CC(*)(C)Cc1ccccc1O,100.0
*CC(*)(C)OC(=O)c1ccc(OCc2ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c2)cc1,-20.0
*CC(*)(C)Oc1ccc(C(=O)c2ccc(Br)cc2)cc1,90.0
*CC(*)(C)P(=O)(OC)OCC,30.0
*CC(*)(C)S(=O)(=O)N(CC)c1ccccc1,130.0
*CC(*)(C)S(=O)(=O)c1ccccc1,150.0
*CC(*)(C)c1cc(Cl)cc(COCCN(CC)CC)c1,65.0
*CC(*)(C)c1cc(I)ccc1Br,130.0
*CC(*)(C)c1ccc(/N=N/c2ccc(C(=O)OC)cc2)cc1,130.0
*CC(*)(C)c1ccc(C#CSC(C)(C)C)cc1,120.0
*CC(*)(C)c1ccc(C(=O)Nc2ccc(C#N)cc2Sc2ccccc2-c2ccccc2)cc1,210.0
*CC(*)(C)c1ccc(C(=O)Oc2ccc(/N=N/c3ccc(OC)c([N+](=O)[O-])c3)cc2)cc1,130.0
*CC(*)(C)c1ccc(CO[Si](C)(C)[Si](C)(C)C)cc1,65.0
*CC(*)(C)c1cccc(C(C)(C)C)c1,130.0
*CC(*)(C)c1ccco1,95.0
*CC(*)(CBr)SCC,20.0
*CC(*)(CC(=O)C([2H])([2H])F)C(F)=C(F)C([2H])(F)C(F)(F)F,65.0
*CC(*)(CC(=O)NC(=O)[O][Na])C(=O)OCCCc1ccccn1,120.0
*CC(*)(CC(=O)Nc1ccc(OCCCC)cc1)OCCOCCOC,-20.0
*CC(*)(CC(=O)Nc1ccccc1)C(=O)OCc1ccc(N(C)C)cc1,120.0
*CC(*)(CC(=O)OC#N)C(=O)OCCCC,20.0
*CC(*)(CC(=O)OC(C)=O)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,45.0
*CC(*)(CC(=O)OC(C)C)C(C)CC(=O)OC(C)(O)C(=O)OCCC,-20.0
*CC(*)(CC(=O)OC(C)CC)C(=O)OCC,-20.0
*CC(*)(CC(=O)OC(C)COC(C)(C)C)C(C)(C)C,-20.0
*CC(*)(CC(=O)OC)C(OC)C(O)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)F,85.0
*CC(*)(CC(=O)OC)c1ccco1,90.0
*CC(*)(CC(=O)OCC(=O)OCC)C(=O)OC,30.0
*CC(*)(CC(=O)OCC(C)C)C(=O)OCCCCC,-40.0
*CC(*)(CC(=O)OCC(C)CCCC)C(=O)OCC1CCCC1,-20.0
*CC(*)(CC(=O)OCC(CC)CCC)C(=O)OCCCCCCCC,-60.0
*CC(*)(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[NH+])C(F)(F)F,65.0
*CC(*)(CC(=O)OCC)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,45.0
*CC(*)(CC(=O)OCC)C(=O)OCCOCC=C,-40.0
*CC(*)(CC(=O)OCC)C(=O)OCCOCCO,-40.0
*CC(*)(CC(=O)OCC)C(=O)Oc1ccc(Br)cc1,65.0
*CC(*)(CC(=O)OCCC(OC)C(F)(F)F)C(F)(F)F,45.0
*CC(*)(CC(=O)OCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,45.0
*CC(*)(CC(=O)OCCCC)C(=O)NCC(CC)CC,45.0
*CC(*)(CC(=O)OCCCCC)C(=O)OC(C)CC,-40.0
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCCCCCOc1ccc(-c2ccc(-c3ccc(Cl)cc3)cc2)cc1,15.0
*CC(*)(CC(=O)OCCCCC)[SH](=O)=C(C#N)COc1ccc(NCCCCC)cc1,-20.0
*CC(*)(CC(=O)OCCCCCC)C(=O)OCCC(C)CCC(=O)[O][Na],-20.0
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OC,-40.0
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCC(CC)CC,-55.0
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCC1CCCCCC1,-40.0
*CC(*)(CC(=O)OCCCCCCCCCC)C(=O)OCCCCCCO,-55.0
*CC(*)(CC(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,-20.0
*CC(*)(CC(=O)OCCCCCCCCCCCCCC)C(=O)OCCc1ccc(C)cc1OC,-30.0
*CC(*)(CC(=O)OCCCCCCCCCCCCCCCCC)C(=O)OCCOCCCCCCCC,-55.0
*CC(*)(CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)OCc1ccc(C(=O)OCc2ccccc2)cc1,-20.0
*CC(*)(CC(=O)OCCNC(=O)C(F)(F)F)C(F)(F)F,65.0
*CC(*)(CC(=O)OCCNC(=O)OCC(O)Oc1ccc(Cl)cc1)C(=O)OCCCCCCCC,-30.0
*CC(*)(CC(=O)OCCOc1ccccc1)c1ccc(OCCCC)cc1,20.0
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCC,15.0
*CC(*)(CC(=O)OCCl)C(C)C,65.0
*CC(*)(CC(=O)OC[CH2][Pb][CH3])C(=O)OCCCCCCC,-40.0
*CC(*)(CC(=O)OCc1ccc(C(C)(C)C#C)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,130.0
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCCC(C)C,30.0
*CC(*)(CC(=O)OCc1ccccc1)C(=O)Oc1ccc(Br)cc1,65.0
*CC(*)(CC(=O)Oc1c(F)c(F)c(Cl)c(F)c1F)C([2H])(Cl)Cl,90.0
*CC(*)(CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1)OC(C)=O,130.0
*CC(*)(CC(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1)Oc1ccc(C)cc1,110.0
*CC(*)(CC(=O)Oc1ccc(C(=O)Oc2ccc(OCC(C)C)cc2)cc1)OC(=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,115.0
*CC(*)(CC(=O)Oc1ccc(C(F)(F)F)cc1)N(C(F)(F)F)C(F)(F)F,120.0
*CC(*)(CC(=O)Oc1ccc(C)cc1)C(=O)OCCCC,45.0
*CC(*)(CC(=O)Oc1ccc(C)cc1)C(C)c1ccc(OC)cc1OC,85.0
*CC(*)(CC(=O)Oc1ccc(C)cc1)Oc1ccc(F)cc1,85.0
*CC(*)(CC(=O)Oc1ccc(Cl)cc1)Oc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,130.0
*CC(*)(CC(=O)Oc1ccc(OC)cc1)c1ccc(Br)cc1,95.0
*CC(*)(CC(=O)Oc1ccc(OCCCCCC)cc1)C(C)(C)C,40.0
*CC(*)(CC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)SCC[N+](C)(C)C,120.0
*CC(*)(CC(=O)Oc1ccc([N+](=O)[O-])cc1)c1ccc(Oc2ccc(OC(=O)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,45.0
*CC(*)(CC(=O)Oc1cccc(Br)c1)C(=O)N(Cc1ccccc1)c1cccc(Cl)c1,150.0
*CC(*)(CC(=O)c1ccc(OC)cc1)N(c1ccc(C)cc1)c1cccc(F)c1,130.0
*CC(*)(CC(C)=O)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCCCCC)cc2)cc1,40.0
*CC(*)(CC(C)=O)c1ccc(/N=N/c2ccc(Sc3ccccn3)cc2)cc1,120.0
*CC(*)(CC(F)(F)F)C(F)(F)F,90.0
*CC(*)(CC)C(=O)OCCCCCCCC(=O)N(F)CCS(=O)(=O)CCC(=O)OC,-20.0
*CC(*)(CC)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-20.0
*CC(*)(CCC(=O)NCCCCCCCCCCCCCC)C(=O)OCCCCCC,-40.0
*CC(*)(CCC(=O)OCCCCCC)C(=O)OCCCCCCOC(C)C,-55.0
*CC(*)(CCC(=O)OCc1ccccc1)OC(C)=O,30.0
*CC(*)(CCC(=O)Oc1ccc(-c2ccccc2)cc1)c1ccc(/N=N/c2ccc(OC)cc2)cc1,130.0
*CC(*)(CCC)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCCOCCOCCCCCCOCC(C)O)cc2)cc1,-20.0
*CC(*)(CCC=C)CS(=O)(=O)C(F)(F)F,45.0
*CC(*)(CCCC(=O)OCCCCCCCCCCCC)C(=O)OC1(CC)CC(C)(C)C1OC(C)(C)C,-30.0
*CC(*)(CCCC)C(=O)OCCCCCOc1c(C)cc(C(=O)Oc2ccc(OC)cc2)cc1OC,15.0
*CC(*)(CCCC)CC(=O)Nc1ccccc1,80.0
*CC(*)(CCCC)COC(=O)c1cc(OCCCO)ccc1-c1ccc(OCC)cc1,15.0
*CC(*)(CCCCC)C(=O)OCC,-20.0
*CC(*)(CCCCC)C(=O)OCCCCCCCCCCCC,-60.0
*CC(*)(CCCCCC)C(=O)OCC(F)(F)C(F)(F)C(F)F,-15.0
*CC(*)(CCCCCC)C(=O)Oc1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,45.0
*CC(*)(CCCCCCC)OCc1ccccc1,-40.0
*CC(*)(CCCCCCCC)S(=O)(=O)O,45.0
*CC(*)(CCCCCCCCCCC)C(=O)OCCOc1ccc(-c2ccc(C(=O)OC(=O)c3ccc(C(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)cc2)c(C(F)(F)F)c1,45.0
*CC(*)(CCN(C)C)OC(C)=O,20.0
*CC(*)(CCO)CC(=O)Oc1ccc([N+](=O)[O-])nc1,65.0
*CC(*)(CCO)COC(=O)OCCOCCOCCOCC,-40.0
*CC(*)(CC[Si](C)(C)C)NC(=O)OCCCCCCCCCOc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,15.0
*CC(*)(CCl)C(=O)OCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-10.0
*CC(*)(CCl)COC(=O)C(C)(C)COCC(C)(C)C,45.0
*CC(*)(CCl)OC(=O)CCCCC(C)C,-30.0
*CC(*)(CF)c1ccccn1,100.0
*CC(*)(CNC(=O)[O][Na])C(C)(C)C,130.0
*CC(*)(COC(=O)CCCC(CC)CCCCCCC)C(=O)OCCCCC,-55.0
*CC(*)(COC(=O)SCc1ccccc1)c1ccc(C)cc1,45.0
*CC(*)(COC(=O)c1ccccc1)C(C)C,60.0
*CC(*)(COc1ccc(OCC(F)(F)F)cc1)OCC,45.0
*CC(*)(CS(=O)(=O)OC(C)(C)C)N(CC)c1ccccc1,95.0
*CC(*)(CS(=O)(=O)c1ccc(Cl)cc1)C(=O)OCc1ccc([N+](=O)[O-])cc1,130.0
*CC(*)(C[N+](C)(C)C)C(=O)OC(C)=O,130.0
*CC(*)(Cc1ccccc1)C(O)COc1c(O)cc(Cl)cc1Cl,110.0
*CC(*)(Cl)C(=O)N(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,100.0
*CC(*)(Cl)C(=O)OC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,55.0
*CC(*)(Cl)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,55.0
*CC(*)(Cl)C(=O)OCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,40.0
*CC(*)(Cl)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,65.0
*CC(*)(Cl)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,50.0
*CC(*)(Cl)C(=O)OCCCCSC,25.0
*CC(*)(Cl)C(=O)OCC[N+](C)(C)CCCCCCCCCC,50.0
*CC(*)(Cl)C(=O)OCC[N+](C)(C)CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,130.0
*CC(*)(Cl)C(=O)OCc1cc(B)c(Cl)c(C)c1,110.0
*CC(*)(Cl)C(=O)OCc1ccc(C(=O)OC(C)CC)cc1,60.0
*CC(*)(Cl)C(=O)OCc1cccc(CO)c1,90.0
*CC(*)(F)C(=O)C([2H])(Cl)C(=O)OC,60.0
*CC(*)(F)C(=O)OC(O)=C(Cl)Cl,90.0
*CC(*)(F)C(=O)OCC(CBr)c1ccccc1,60.0
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)C(F)(F)C(F)(F)F,45.0
*CC(*)(F)C(=O)OCCCCCCCC(F)(F)C(F)(F)C(F)(F)Cl,40.0
*CC(*)(F)C(=O)OCCCCCCCCCCCCCCCCCCC,-55.0
*CC(*)(F)C(=O)OCCCCCCCCCCCCCCCCCc1ccc(C#[Si]c2ccccc2)cc1,-30.0
*CC(*)(F)C(=O)OCCCCCCCCCCCCCCCC[Si](C)(C)c1cc(Cl)c(Cl)c(F)c1Cl,-55.0
*CC(*)(F)C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(/N=N/c3ccc(Br)cc3)cc2)cc1,45.0
*CC(*)(F)C(=O)OCCOCCOCCOCCOCCOCCOC,-55.0
*CC(*)(F)C(=O)OCCOc1ccc(/N=N/c2ccccc2)cc1,90.0
*CC(*)(F)C(=O)Oc1ccccc1,90.0
*CC(*)(F)CP(=O)(O)OCCOCCO,-20.0
*CC(*)(F)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,45.0
*CC(*)(F)O[Si](C)(C)C,-60.0
*CC(*)(NC(=O)c1ccc(C)cc1)Oc1ccc([N+](=O)[O-])cc1,150.0
*CC(*)(O)C(=O)OCCN(C(F)(F)F)C(C)(CCl)C(F)(F)C(F)(F)F,85.0
