custom_id,smiles,echoed_smiles,tg_celsius
lab_09158,*C(=O)C(*)c1ccc(C(=O)OCCCCCCCCCC)cc1,*C(=O)C(*)c1ccc(C(=O)OCCCCCCCCCC)cc1,-20.0
lab_09577,*CCCCCCCCSSCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)SCCN(*)c3ccc(C#N)cc3)cc2)cc1,*CCCCCCCCSSCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)SCCN(*)c3ccc(C#N)cc3)cc2)cc1,15.0
lab_00324,*CCCCSC(=O)Nc1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,*CCCCSC(=O)Nc1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,45.0
lab_06637,*CCCCCCC(=O)Oc1c(OC)cc(*)cc1OCC,*CCCCCCC(=O)Oc1c(OC)cc(*)cc1OCC,15.0
lab_05914,*CC(C[Ge](*)(C#N)N(C)CCCC)OC,*CC(C[Ge](*)(C#N)N(C)CCCC)OC,-30.0
lab_01890,*CCC(=O)Oc1ccc(NC(=O)c2ccc(O*)cc2)cc1,*CCC(=O)Oc1ccc(NC(=O)c2ccc(O*)cc2)cc1,130.0
lab_09396,*SC(=CCSCCCCCC(*)=O)CC(C)SC,*SC(=CCSCCCCCC(*)=O)CC(C)SC,-30.0
lab_04942,*CCCCCOc1ccc(C(=O)NCCCCCCCNC(=O)c2ccc(C(=O)SS*)cc2)cc1,*CCCCCOc1ccc(C(=O)NCCCCCCCNC(=O)c2ccc(C(=O)SS*)cc2)cc1,45.0
lab_02796,*CCN(CCCOCC)CS*,*CCN(CCCOCC)CS*,-40.0
lab_06981,*Oc1cc(OC(=O)c2ccc(OCC)cc2)cc(Oc2cccc(*)c2)c1,*Oc1cc(OC(=O)c2ccc(OCC)cc2)cc(Oc2cccc(*)c2)c1,90.0
lab_00542,*CC#CC#CCOc1ccc(C(=O)CNc2ccc(O*)cc2)cc1,*CC#CC#CCOc1ccc(C(=O)CNc2ccc(O*)cc2)cc1,85.0
lab_08077,*/C=C/C(I)C*,*/C=C/C(I)C*,25.0
lab_08658,*C(=O)C(*)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(=O)C(*)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,45.0
lab_09084,*CC(*)(CC(C)=O)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCCCCC)cc2)cc1,*CC(*)(CC(C)=O)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCCCCC)cc2)cc1,40.0
lab_03693,*Nc1ccc(NC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C(*)=O)cc3)cc2)cc1C(=O)Oc1ccccc1,*Nc1ccc(NC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C(*)=O)cc3)cc2)cc1C(=O)Oc1ccccc1,270.0
lab_00711,*N=P(*)(OCCOc1ccc(C)cc1)O[Si](C)(C)CCCC,*N=P(*)(OCCOc1ccc(C)cc1)O[Si](C)(C)CCCC,-60.0
lab_04689,*OC(CC(*)(C)C)c1ccccc1,*OC(CC(*)(C)C)c1ccccc1,65.0
lab_06990,*c1ccc(Oc2ccc(Sn3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2S(=O)(=O)O[Na])c(C)c1,*c1ccc(Oc2ccc(Sn3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2S(=O)(=O)O[Na])c(C)c1,285.0
lab_00529,*CC(CCCCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)c1ccc(C(=O)O*)cc1,*CC(CCCCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)c1ccc(C(=O)O*)cc1,-20.0
lab_07261,*CCCCCCCCCCOC(=O)NC(=O)c1ccc(NC(=O)CCCCOC(=O)N(C)CC)cc1C(=O)O*,*CCCCCCCCCCOC(=O)NC(=O)c1ccc(NC(=O)CCCCOC(=O)N(C)CC)cc1C(=O)O*,45.0
lab_01388,*NC(CCC(=O)OCCCCCCOc1ccc(-c2ccc(*)cc2)cc1)C(=O)OCCCCCCCCCCCCCCCc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,*NC(CCC(=O)OCCCCCCOc1ccc(-c2ccc(*)cc2)cc1)C(=O)OCCCCCCCCCCCCCCCc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,15.0
lab_06863,*Sc1cccc(Oc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2C(=O)O)c1,*Sc1cccc(Oc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2C(=O)O)c1,245.0
lab_03498,*CC1CCC(Oc2ccc(-c3ccc([Si](*)(C)O[Si](C)(C)C)nc3)c(OC)c2)C1=O,*CC1CCC(Oc2ccc(-c3ccc([Si](*)(C)O[Si](C)(C)C)nc3)c(OC)c2)C1=O,45.0
lab_07213,*CC/C=C/COC(=O)C(CCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1)OCC(C)(C)C,*CC/C=C/COC(=O)C(CCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1)OCC(C)(C)C,-20.0
lab_07015,*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccccc2C(=O)N*)c(C)c1,*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccccc2C(=O)N*)c(C)c1,90.0
lab_00618,*c1cccc(NC(=O)NCCCCCCCCCOC(=O)c2cccc(*)n2)c1,*c1cccc(NC(=O)NCCCCCCCCCOC(=O)c2cccc(*)n2)c1,45.0
lab_02662,*CC(CCCC)COC(=O)CCCCCC(=O)OCCOC(=O)c1ccc(C(=O)O*)cc1,*CC(CCCC)COC(=O)CCCCCC(=O)OCCOC(=O)c1ccc(C(=O)O*)cc1,-20.0
lab_06522,*NC(=O)CSCCC(=O)NC(C)C(=O)NCCCCCCNC(=O)C(*)=S,*NC(=O)CSCCC(=O)NC(C)C(=O)NCCCCCCNC(=O)C(*)=S,45.0
lab_07368,*CC(O)COc1ccc(C(=O)Oc2ccc(-c3ccc(O*)cc3)cc2)cc1,*CC(O)COc1ccc(C(=O)Oc2ccc(-c3ccc(O*)cc3)cc2)cc1,110.0
lab_06247,*COc1ccc(/C=C2\CCC/C(=C\c3ccc(O*)c(OC)c3)C2=O)cc1OC,,90.0
lab_08300,*CC(F)(F)C(*)(F)OC(F)(F)Cl,*CC(F)(F)C(*)(F)OC(F)(F)Cl,55.0
lab_06349,*Nc1cc(NC(=O)c2cc(SCCCCCCCC)ccc2-c2ccc(C(*)=S)cc2)c(C)cc1C,*Nc1cc(NC(=O)c2cc(SCCCCCCCC)ccc2-c2ccc(C(*)=S)cc2)c(C)cc1C,145.0
lab_05588,*OC(=O)C(*)c1cc(C)c(C)cc1C,*OC(=O)C(*)c1cc(C)c(C)cc1C,130.0
lab_08106,*CC(=O)OC(=O)CCCCCCCCC(=O)NOC(=O)c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1,*CC(=O)OC(=O)CCCCCCCCC(=O)NOC(=O)c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1,145.0
lab_03842,*CCOC(=O)NCc1ccc(CN(C)C[Si](C)(C)CCC(=O)O*)cc1,*CCOC(=O)NCc1ccc(CN(C)C[Si](C)(C)CCC(=O)O*)cc1,-20.0
lab_05113,*C(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,*C(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,310.0
lab_03571,*CCN(CCOC(=O)NCc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2ccc(S(F)(F)F)cc2)cc1,*CCN(CCOC(=O)NCc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2ccc(S(F)(F)F)cc2)cc1,65.0
lab_05090,*O[Si](*)(C)CCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(/C=C/C(=O)Nc5ccc(OCC(CCCC)CCCCCC)cc5)cc4)cc3)cc2)cc1,*O[Si](*)(C)CCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(/C=C/C(=O)Nc5ccc(OCC(CCCC)CCCCCC)cc5)cc4)cc3)cc2)cc1,-15.0
lab_02156,*Nc1ccc(C(=O)c2ccc(S(=O)(=O)c3cc(C)c(*)c(C)c3Br)cc2C)cc1,*Nc1ccc(C(=O)c2ccc(S(=O)(=O)c3cc(C)c(*)c(C)c3Br)cc2C)cc1,245.0
lab_06983,*CCC(*)C=CC(C)C,*CCC(*)C=CC(C)C,-40.0
lab_06276,*c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(*)cc3)cc2)cc1,*c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(*)cc3)cc2)cc1,280.0
lab_00386,*CC(*)(C)C(=O)OC(C)C(C)CCCCOC(C)CC,*CC(*)(C)C(=O)OC(C)C(C)CCCCOC(C)CC,-30.0
lab_07205,*CC(*)C(=O)OCC1(CBr)CCC1O,*CC(*)C(=O)OCC1(CBr)CCC1O,70.0
lab_04074,*CCc1ccc(-c2cc(CCCCCCCC)c(*)s2)cc1CCCCCCCCCCCCCCCCCCCC,*CCc1ccc(-c2cc(CCCCCCCC)c(*)s2)cc1CCCCCCCCCCCCCCCCCCCC,-45.0
lab_00427,*CCN(*)C(=O)c1cc(Br)c(Br)c(Cl)c1Cl,*CCN(*)C(=O)c1cc(Br)c(Br)c(Cl)c1Cl,130.0
lab_05205,*NC(CCC(=O)OCCCCCC)C(=O)OCCC(C)N(*)CCCCCCCCCC,*NC(CCC(=O)OCCCCCC)C(=O)OCCC(C)N(*)CCCCCCCCCC,-40.0
lab_02215,*CC(CCCCCCCOC(=O)NCCCCCCNC(=O)O*)CC(C)(C)C,*CC(CCCCCCCOC(=O)NCCCCCCNC(=O)O*)CC(C)(C)C,-40.0
lab_08531,*OC1CCC(COC(*)=S)C1,*OC1CCC(COC(*)=S)C1,15.0
lab_05100,*CCOCCOCCOc1ccc(OCCCCCCCCc2ccc(/N=C(\*)c3ccccc3)cc2)cc1,,-10.0
lab_02713,*Oc1ccc(C(=O)OCCCN(CCO)c2ccc(C(C)(C)c3ccc(OC=COCCOC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,*Oc1ccc(C(=O)OCCCN(CCO)c2ccc(C(C)(C)c3ccc(OC=COCCOC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,55.0
lab_03887,*CCCCCCCCCC(=O)NCCCCCCNC(=O)COS(=O)(=O)CCC(C)CC(=O)O*,*CCCCCCCCCC(=O)NCCCCCCNC(=O)COS(=O)(=O)CCC(C)CC(=O)O*,30.0
lab_02619,*OC(=O)c1ccc(C(=O)NCc2ccc(O*)cc2)cc1,*OC(=O)c1ccc(C(=O)NCc2ccc(O*)cc2)cc1,140.0
lab_02652,*CC(*)c1cc(OC)c(-c2ccccc2)s1,*CC(*)c1cc(OC)c(-c2ccccc2)s1,105.0
lab_08418,*CCCC(=O)NNC(=O)CCCC(=O)NCCCCCOCCCCOCCOCCO*,*CCCC(=O)NNC(=O)CCCC(=O)NCCCCCOCCCCOCCOCCO*,-30.0
lab_00229,*CCCS(=O)(=O)NCCOCCOCCOCC(C)CCCO*,*CCCS(=O)(=O)NCCOCCOCCOCC(C)CCCO*,-40.0
lab_00655,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)c(OC)c2)cc1,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)c(OC)c2)cc1,45.0
lab_08888,*CCN(CCOC(=O)c1ccc(C(=O)O*)cc1)c1ccc(/N=N/c2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,*CCN(CCOC(=O)c1ccc(C(=O)O*)cc1)c1ccc(/N=N/c2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,130.0
lab_08586,*Oc1ccc(C(=O)Oc2ccc(Oc3ccc(NC(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1C(C)(C)C,*Oc1ccc(C(=O)Oc2ccc(Oc3ccc(NC(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1C(C)(C)C,175.0
lab_01154,*Oc1ccc(OC(=O)c2ccc(OC(*)=O)c(OCCCCCCCCC)c2)cc1OC,*Oc1ccc(OC(=O)c2ccc(OC(*)=O)c(OCCCCCCCCC)c2)cc1OC,30.0
lab_00652,*CCCCCCCCCCCCCCCCCOc1ccc(C(=O)Nc2cccc(O*)c2)cc1,*CCCCCCCCCCCCCCCCCOc1ccc(C(=O)Nc2cccc(O*)c2)cc1,15.0
lab_01361,*CCCC(C)[SH](*)(c1ccccc1)c1ccccc1,*CCCC(C)[SH](*)(c1ccccc1)c1ccccc1,90.0
lab_06186,*Oc1ccc(/N=C/c2ccc(OC(=O)CCS(*)(=O)=O)cc2)cc1,*Oc1ccc(/N=C/c2ccc(OC(=O)CCS(*)(=O)=O)cc2)cc1,110.0
lab_03968,*O[Si](*)(C)CCCCCCCCCCCCCCCCCCOc1ccc(OCc2ccc(OCCCCCC)cc2)cc1,*O[Si](*)(C)CCCCCCCCCCCCCCCCCCOc1ccc(OCc2ccc(OCCCCCC)cc2)cc1,-60.0
lab_03735,*Oc1cc(CCCCC)cc(*)c1C/C=C/c1ccccc1,*Oc1cc(CCCCC)cc(*)c1C/C=C/c1ccccc1,45.0
lab_05132,*OC(C#C)c1ccc(*)c(C)c1,*OC(C#C)c1ccc(*)c(C)c1,90.0
lab_02550,*Sc1cc(OCCCCCCCCCCCCCC)c(Cc2cc(C)c(*)c(CCCCCCCCC)c2)cc1C,*Sc1cc(OCCCCCCCCCCCCCC)c(Cc2cc(C)c(*)c(CCCCCCCCC)c2)cc1C,-20.0
lab_08608,*CC(*)c1cccc([Si](C)(C)CCCCCC)c1,*CC(*)c1cccc([Si](C)(C)CCCCCC)c1,-20.0
lab_03115,*CCCC(C)CCC(COC(*)=S)OC,*CCCC(C)CCC(COC(*)=S)OC,-50.0
lab_07524,*CCCCCCCOc1ccc(C(=O)OCCCCCCCCCCOC(=O)c2cccc(C(=O)O*)c2)cc1,*CCCCCCCOc1ccc(C(=O)OCCCCCCCCCCOC(=O)c2cccc(C(=O)O*)c2)cc1,-20.0
lab_02273,*/C=C/C(*)(C)CCOCCOCCO,*/C=C/C(*)(C)CCOCCOCCO,-55.0
lab_03733,*CC(SC)C(CO*)COCCOC(=O)OCC=C,*CC(SC)C(CO*)COCCOC(=O)OCC=C,-30.0
lab_00808,*/C=C/C(C#N)=C(*)OC,*/C=C/C(C#N)=C(*)OC,130.0
lab_04213,*Cc1ccc(C(=O)C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,*Cc1ccc(C(=O)C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,65.0
lab_01138,*C(=O)CC(*)C(=O)c1ccc(OCCCC)cc1,*C(=O)CC(*)C(=O)c1ccc(OCCCC)cc1,40.0
lab_05801,*Oc1ccc(-c2ccc(OC(=O)c3ccc(Oc4ccc(-c5ccc(C(C)(C)c6ccc(*)cc6)cc5)cc4)cc3)c(OCCCCC)c2)cc1OC,*Oc1ccc(-c2ccc(OC(=O)c3ccc(Oc4ccc(-c5ccc(C(C)(C)c6ccc(*)cc6)cc5)cc4)cc3)c(OCCCCC)c2)cc1OC,130.0
lab_06941,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1-c1ccc(/N=N/c2ccc(F)cc2)cc1,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1-c1ccc(/N=N/c2ccc(F)cc2)cc1,165.0
lab_05674,*CC(*)C(=O)OCCCCCCC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,*CC(*)C(=O)OCCCCCCC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,-15.0
lab_01043,*CCCCCCCCCCOc1ccc(C#Cc2cc(OCCCCCCCCC)c(C(=O)O)c(*)c2OCCCCCCCCCC)cc1OC,*CCCCCCCCCCOc1ccc(C#Cc2cc(OCCCCCCCCC)c(C(=O)O)c(*)c2OCCCCCCCCCC)cc1OC,-10.0
lab_05789,*CC/C=C/CCCCCCCCCS*,*CC/C=C/CCCCCCCCCS*,-55.0
lab_08229,*OC(C)CCCCOC(=O)CCCCC(*)=O,*OC(C)CCCCOC(=O)CCCCC(*)=O,-50.0
lab_06668,*c1ccc(NC(=O)CSCCCCCNC(=O)c2ccc(C(=O)NCCC[Si](*)(C)C)s2)s1,*c1ccc(NC(=O)CSCCCCCNC(=O)c2ccc(C(=O)NCCC[Si](*)(C)C)s2)s1,25.0
lab_09599,*O[PH](=O)(CCCCCCNC(*)=O)C(=O)OCCCCCCCCCCCCCCCC,*O[PH](=O)(CCCCCCNC(*)=O)C(=O)OCCCCCCCCCCCCCCCC,-40.0
lab_09797,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1OC,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1OC,155.0
lab_02643,*Oc1ccc(C(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C(=O)O)cc1,*Oc1ccc(C(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C(=O)O)cc1,300.0
lab_06746,*CCCCCOCCCCOCCC(=O)NCCCCCCNC(=O)CCCCC(=O)N*,*CCCCCOCCCCOCCC(=O)NCCCCCCNC(=O)CCCCC(=O)N*,-20.0
lab_01771,*CCCCCCCNC(=O)CCS(=O)(=O)CCCCC(=O)N*,*CCCCCCCNC(=O)CCS(=O)(=O)CCCCC(=O)N*,30.0
lab_04096,*c1ccc(*)c(CC(CC)(CC)CC(C)(O)O)c1,*c1ccc(*)c(CC(CC)(CC)CC(C)(O)O)c1,65.0
lab_03072,*CC(*)(CCCC)CC(=O)Nc1ccccc1,*CC(*)(CCCC)CC(=O)Nc1ccccc1,80.0
lab_08806,*CC(*)(C)C(=O)OCCOCCOC(=O)c1ccc(OCC(F)F)cc1,*CC(*)(C)C(=O)OCCOCCOC(=O)c1ccc(OCC(F)F)cc1,-15.0
lab_04907,*CCN(CCCCCSCCNC(=O)C(=O)NCCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,*CCN(CCCCCSCCNC(=O)C(=O)NCCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,45.0
lab_09718,*N=[PH](*)NCc1ccc(-c2ccccc2)cn1,*N=[PH](*)NCc1ccc(-c2ccccc2)cn1,130.0
lab_05633,*CCCOC(=O)c1c(N)ccc(C)c1O*,*CCCOC(=O)c1c(N)ccc(C)c1O*,45.0
lab_03935,*CCOCCCCS(=O)(=O)CCCCCCCCCOC(=O)c1ccc(NC(=O)O*)cc1,*CCOCCCCS(=O)(=O)CCCCCCCCCOC(=O)c1ccc(NC(=O)O*)cc1,10.0
lab_06449,*/C=C(/*)[Si](CCC(=O)OCCCC)C(C)C,*/C=C(/*)[Si](CCC(=O)OCCCC)C(C)C,-60.0
lab_06382,*Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(C(=O)OCCCCCC)c3)cc2)cc1C(=O)Oc1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,*Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(C(=O)OCCCCCC)c3)cc2)cc1C(=O)Oc1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,245.0
lab_03004,*C[PH](*)(Cl)CCC(F)(F)C(F)(F)C(F)(F)Cl,*C[PH](*)(Cl)CCC(F)(F)C(F)(F)C(F)(F)Cl,-20.0
lab_02644,*CC(*)(C)C(=O)OCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(C(=O)OC(C)=O)cc4)cc3)cc2)cc1,*CC(*)(C)C(=O)OCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(C(=O)OC(C)=O)cc4)cc3)cc2)cc1,10.0
lab_08306,*CC(*)c1cc(CC)cc(C(C)(C)C)c1,*CC(*)c1cc(CC)cc(C(C)(C)C)c1,90.0
lab_09622,*CCCCOC(=O)C/C(=N/C=C/C=C[N+](CCCC)CC(=O)N*)c1ccc(/N=N/c2ccccc2)cc1,*CCCCOC(=O)C/C(=N/C=C/C=C[N+](CCCC)CC(=O)N*)c1ccc(/N=N/c2ccccc2)cc1,95.0
lab_05772,*Oc1ccc(-n2on2-c2ccc(OCCCCCCCCOC(=O)OCC(F)(F)C(F)(F)C(*)(F)F)cc2)cc1,*Oc1ccc(-n2on2-c2ccc(OCCCCCCCCOC(=O)OCC(F)(F)C(F)(F)C(*)(F)F)cc2)cc1,45.0
lab_07945,*CCCCSCCCC[SH](C)(C)COC(=O)CCCCCCCCCCCCC(CC(=O)S*)c1ccccc1,*CCCCSCCCC[SH](C)(C)COC(=O)CCCCCCCCCCCCC(CC(=O)S*)c1ccccc1,-40.0
lab_04640,*NC(C)C(=O)N(*)C(C)C,*NC(C)C(=O)N(*)C(C)C,60.0
lab_09276,*O[Si](C)(Oc1ccc(C(C)=C(*)O)cc1)C(=O)OCc1ccccc1,*O[Si](C)(Oc1ccc(C(C)=C(*)O)cc1)C(=O)OCc1ccccc1,85.0
lab_09748,*CCOCCOCC(O)CSSC(=O)N*,*CCOCCOCC(O)CSSC(=O)N*,-30.0
lab_01737,*CC#CCCCCCCCOc1ccc(/C=C/c2ccc(-c3cc(OCCCCCCCCCC)c(*)cc3OCCCCCC)cc2)cc1,*CC#CCCCCCCCOc1ccc(/C=C/c2ccc(-c3cc(OCCCCCCCCCC)c(*)cc3OCCCCCC)cc2)cc1,10.0
lab_01191,*CCCCCCCCOC(=O)c1ccc(C(=O)NCCc2ccc(O*)c(O)c2)cc1,*CCCCCCCCOC(=O)c1ccc(C(=O)NCCc2ccc(O*)c(O)c2)cc1,45.0
lab_07262,*Oc1ccc(CCCCCCCCC(*)=O)cc1CCCCCCCCCCCCC,*Oc1ccc(CCCCCCCCC(*)=O)cc1CCCCCCCCCCCCC,-35.0
lab_00153,*/C=C/c1ccc(/C(=N/c2ccccc2)c2ccc([N+](=O)[O-])cc2)c(*)c1,*/C=C/c1ccc(/C(=N/c2ccccc2)c2ccc([N+](=O)[O-])cc2)c(*)c1,180.0
lab_06210,*OCCOC(=O)c1ccc(C(=O)OCCCCCCCCOC(=O)c2ccc(C(*)=O)cc2)cc1,*OCCOC(=O)c1ccc(C(=O)OCCCCCCCCOC(=O)c2ccc(C(*)=O)cc2)cc1,-10.0
lab_09194,*CCN(c1ccccc1)C(*)(F)C(=O)OCCOC(C)(C)O,*CCN(c1ccccc1)C(*)(F)C(=O)OCCOC(C)(C)O,45.0
lab_09723,*O[Si](*)(C)CCCCCCCCCCOc1ccc(-c2ccccc2C(=O)NC(C)C(CC)CCCC#N)c(N)c1,*O[Si](*)(C)CCCCCCCCCCOc1ccc(-c2ccccc2C(=O)NC(C)C(CC)CCCC#N)c(N)c1,-15.0
lab_08489,*Cc1ccc(C(C)=C(CCCC)CCCCC)cc1*,*Cc1ccc(C(C)=C(CCCC)CCCCC)cc1*,-20.0
lab_07566,*CC(*)(C)C(=O)OCC(=O)OCCCCCCCCCCCCCCOc1ccc(OC(F)(F)c2ccccc2)cc1,*CC(*)(C)C(=O)OCC(=O)OCCCCCCCCCCCCCCOc1ccc(OC(F)(F)c2ccccc2)cc1,-10.0
lab_02770,*OS(=O)(=O)c1ccc(-c2ccc(NC(=O)CCCCCCCCC(*)=O)cc2)cc1,*OS(=O)(=O)c1ccc(-c2ccc(NC(=O)CCCCCCCCC(*)=O)cc2)cc1,65.0
lab_03616,*/C=C/C[Si](*)(CC(F)(F)F)O[Si](C)(C)O[Si](C)(C)C,*/C=C/C[Si](*)(CC(F)(F)F)O[Si](C)(C)O[Si](C)(C)C,-80.0
lab_03124,*Oc1ccc2cc(CCCCCCCCCCCCCCCC)c(*)cc2c1-c1ccc(Oc2ccc(OCC)cc2)cc1,*Oc1ccc2cc(CCCCCCCCCCCCCCCC)c(*)cc2c1-c1ccc(Oc2ccc(OCC)cc2)cc1,45.0
lab_00666,*/C=C/c1sc(*)cc1OCCCCCCCCCCOc1ccc(/N=N/c2ccc(OCC(C)CC)cc2)cc1,*/C=C/c1sc(*)cc1OCCCCCCCCCCOc1ccc(/N=N/c2ccc(OCC(C)CC)cc2)cc1,10.0
lab_08374,*Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(*)cc3)cc2)cc1C,*Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(*)cc3)cc2)cc1C,280.0
lab_01550,*CCc1ccc(C(=*)C#N)cc1,*CCc1ccc(C(=*)C#N)cc1,100.0
lab_04706,*OC(=O)C(C=C)CCCC(=O)OC1COC2C(*)CCC12,*OC(=O)C(C=C)CCCC(=O)OC1COC2C(*)CCC12,45.0
lab_01398,*NC(CCCNC(=O)NCCCCCCNC(=O)SCc1ccc(*)cc1)C(=O)OCCCCCCCCCCCCCCCC,*NC(CCCNC(=O)NCCCCCCNC(=O)SCc1ccc(*)cc1)C(=O)OCCCCCCCCCCCCCCCC,-35.0
lab_07837,*CCCCCCOc1ccc(C(=O)OCCOCCOc2ccc(C(=O)N(*)C#N)cc2)cc1,*CCCCCCOc1ccc(C(=O)OCCOCCOc2ccc(C(=O)N(*)C#N)cc2)cc1,35.0
lab_08967,*CCCCCCCCCCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,*CCCCCCCCCCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,45.0
lab_07067,*Oc1ccc(NC(=O)c2cc(C#N)cc(C(*)=O)c2)cc1C,*Oc1ccc(NC(=O)c2cc(C#N)cc(C(*)=O)c2)cc1C,250.0
lab_01532,*CCCCCCCCCCCCCCOc1ccc(CCc2ccc(O*)c(OC)c2)cc1OC,*CCCCCCCCCCCCCCOc1ccc(CCc2ccc(O*)c(OC)c2)cc1OC,-20.0
lab_00235,*/C=C/c1ccc(N=C(c2ccccc2)c2ccc(*)cc2)cc1I,*/C=C/c1ccc(N=C(c2ccccc2)c2ccc(*)cc2)cc1I,160.0
lab_00496,*Oc1ccc(/N=C/c2ccc(Sc3ccc(Cc4ccc(*)o4)cc3)cc2)cc1,*Oc1ccc(/N=C/c2ccc(Sc3ccc(Cc4ccc(*)o4)cc3)cc2)cc1,90.0
lab_01543,*CC(CCl)(CCCCCCCC)COC(=O)NCCCSCCCCSCCNC(=O)O*,*CC(CCl)(CCCCCCCC)COC(=O)NCCCSCCCCSCCNC(=O)O*,-30.0
lab_07399,*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Oc2ccc(O*)cc2)cc1,*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Oc2ccc(O*)cc2)cc1,45.0
lab_03135,*O[Si](*)(CCCC)CCCCCCCCCCCCC,*O[Si](*)(CCCC)CCCCCCCCCCCCC,-120.0
